left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,left_ankle_angle,right_ankle_angle,left_hip_angle,right_hip_angle,label
178.05442372840014,190.0600165808136,55.87466694449417,214.87603544038876,118.59128207559769,190.78996401544677,205.49044154757914,236.39046386212536,91.67898947112741,237.1363473870188,ballet
151.09156147932154,204.16792167895142,184.3691100865088,181.46228466971164,177.5085841831996,35.241777002855876,159.50128048843894,256.37832515417455,178.5919909940762,231.5017126897428,banana
145.6709902586184,184.02931975807783,46.261046737899036,245.3641403574024,300.5177385790455,246.86398331779387,141.3796916846385,101.96103311111989,165.17576746500728,216.05370934505,dance
102.16101668586273,252.22848559266654,50.94316128334181,290.74717481684684,191.30514396356813,231.55686742398706,153.66637306115578,161.70688184527077,185.41328768190635,248.46748576437707,exciting
149.53458517501906,171.7742686332342,36.80877604622798,203.3634940224847,282.34679631561914,175.6828626164237,117.93898249120949,214.30446857785165,104.21294039238737,154.1630464890255,handsup
188.82800797465103,200.32359889110973,265.60040857068134,34.131413586728975,174.48862579622738,114.97680632485836,248.37057592342055,239.5312293516082,131.53069681357815,246.30382402417155,punch
174.41247104230115,181.82662950264796,107.04888341662708,252.19815763864392,36.17893754850103,183.9208107332259,238.54967121350455,210.5783601405629,250.76192348291016,188.7662905056741,T-dance
192.63071690730322,171.40332266658248,96.2517678327459,245.1725833674662,177.58814264304795,112.54764312008524,177.73016868532903,231.95719767332935,139.89499654681288,260.80094017674315,warrior
188.8853906879728,175.28628314119146,219.58133593519207,133.68620562860013,186.32977405423722,172.941603870691,245.68045991194415,134.77529087597512,198.1677788968378,167.8292891185488,Y
